0,United States,California,Greenville,95947,2.0,2.0,2.0,1.0,51,1.0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,2.0,Credit card (automatic),29.45,1459.35,80,6285
0,United States,California,Mount Laguna,91948,2.0,1.0,1.0,1.0,24,2.0,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,2.0,Bank transfer (automatic),84.85,2048.8,23,2941
1,United States,California,Temecula,92592,2.0,2.0,2.0,1.0,25,2.0,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,2.0,Electronic check,89.05,2177.45,97,2673
0,United States,California,California City,93505,1.0,2.0,2.0,1.0,31,2.0,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,2.0,Electronic check,90.7,2835.5,34,2364
1,United States,California,Rowland Heights,91748,2.0,1.0,1.0,1.0,1,2.0,No,DSL,No,Yes,No,No,No,No,Month-to-month,2.0,Electronic check,50.75,50.75,93,5355
0,United States,California,Stockton,95203,2.0,1.0,1.0,1.0,4,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,2.0,Mailed check,19.65,67.55,72,4925
1,United States,California,Sunol,94586,2.0,1.0,1.0,1.0,24,2.0,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,2.0,Electronic check,90.35,2238.5,67,5546
1,United States,California,San Diego,92110,1.0,1.0,2.0,1.0,47,2.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,2.0,Electronic check,98.75,4533.7,80,4622
0,United States,California,Kelseyville,95451,2.0,1.0,2.0,1.0,72,2.0,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Credit card (automatic),85.45,6227.5,53,5641
0,United States,California,Sugarloaf,92386,1.0,1.0,2.0,2.0,7,2.0,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,2.0,Electronic check,75.7,554.05,37,2950
1,United States,California,Carmel Valley,93924,2.0,1.0,1.0,1.0,1,2.0,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Mailed check,74.25,74.25,93,4750
1,United States,California,Los Alamitos,90720,1.0,2.0,2.0,2.0,1,2.0,No,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Mailed check,70.45,70.45,76,3964
0,United States,California,Roseville,95661,1.0,1.0,2.0,1.0,61,2.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,2.0,Bank transfer (automatic),103.3,6518.35,27,5401
1,United States,California,Glendale,91202,1.0,1.0,1.0,1.0,1,1.0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1.0,Bank transfer (automatic),29.95,29.95,95,4534
0,United States,California,Los Angeles,90066,1.0,1.0,1.0,1.0,36,2.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2.0,Bank transfer (automatic),104.8,3886.45,68,5319
0,United States,California,Woodacre,94973,1.0,1.0,1.0,1.0,45,2.0,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,2.0,Electronic check,100.3,4483.95,64,4868
1,United States,California,San Diego,92130,2.0,1.0,1.0,1.0,1,2.0,No,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Electronic check,69.1,69.1,82,5795
0,United States,California,Rancho Palos Verdes,90275,1.0,1.0,1.0,1.0,35,2.0,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1.0,Credit card (automatic),80.05,2835.9,31,3999
0,United States,California,Nipomo,93444,1.0,1.0,2.0,2.0,5,2.0,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,2.0,Electronic check,80.85,356.1,69,5109
0,United States,California,Stanford,94305,1.0,1.0,1.0,1.0,69,2.0,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,2.0,Credit card (automatic),85.35,5897.4,37,6499
0,United States,California,Irvine,92602,1.0,1.0,2.0,2.0,24,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,2.0,Credit card (automatic),21.1,490.65,46,4368
0,United States,California,Modesto,95354,2.0,1.0,2.0,2.0,72,2.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Bank transfer (automatic),87.55,6463.15,43,5341
0,United States,California,Agoura Hills,91301,1.0,1.0,1.0,1.0,3,1.0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1.0,Mailed check,29.2,98.5,48,4699
0,United States,California,Little River,95456,2.0,1.0,1.0,1.0,58,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Mailed check,20.8,1212.25,80,4758
0,United States,California,Alviso,95002,2.0,1.0,1.0,1.0,4,2.0,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,2.0,Mailed check,94.9,360.55,22,3094
0,United States,California,Kenwood,95452,1.0,1.0,1.0,1.0,10,2.0,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,2.0,Mailed check,60.95,629.55,28,4323
0,United States,California,Garden Grove,92845,2.0,1.0,1.0,1.0,1,2.0,No,DSL,No,No,No,No,No,No,Month-to-month,1.0,Mailed check,45.6,45.6,50,2352
0,United States,California,Yountville,94599,2.0,2.0,2.0,1.0,23,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2.0,Electronic check,20.75,485.2,45,3418
1,United States,California,Whittier,90602,1.0,2.0,2.0,2.0,37,2.0,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Electronic check,76.5,2868.15,67,2793
0,United States,California,Bakersfield,93306,2.0,1.0,1.0,1.0,3,2.0,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,2.0,Electronic check,80.35,253.8,51,4203
1,United States,California,La Puente,91746,2.0,2.0,1.0,1.0,3,1.0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,2.0,Electronic check,41.15,132.2,96,2314
1,United States,California,Frazier Park,93222,1.0,1.0,2.0,1.0,6,2.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,2.0,Electronic check,105.3,545.2,90,4163
0,United States,California,Olancha,93549,2.0,1.0,2.0,2.0,4,1.0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1.0,Credit card (automatic),38.55,156.1,40,3824
0,United States,California,Alta,95701,1.0,1.0,2.0,2.0,69,1.0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,2.0,Credit card (automatic),54.95,3772.5,23,4175
0,United States,California,San Geronimo,94963,2.0,1.0,2.0,1.0,47,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Mailed check,19.65,973.1,77,2021
1,United States,California,Anaheim,92805,2.0,1.0,1.0,1.0,9,1.0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,2.0,Credit card (automatic),34.7,296.1,95,5352
1,United States,California,Pescadero,94060,1.0,1.0,1.0,1.0,1,1.0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1.0,Electronic check,24.6,24.6,76,5768
0,United States,California,Rancho Santa Fe,92091,1.0,1.0,2.0,2.0,13,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,2.0,Bank transfer (automatic),19.75,246.7,22,4314
0,United States,California,Westwood,96137,1.0,1.0,2.0,1.0,29,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1.0,Mailed check,19.85,573.05,59,2712
0,United States,California,National City,91950,1.0,1.0,2.0,2.0,5,1.0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1.0,Electronic check,34.25,163.55,21,5100
0,United States,California,Saint Helena,94574,2.0,2.0,2.0,1.0,67,2.0,No,DSL,Yes,Yes,No,Yes,No,No,One year,2.0,Bank transfer (automatic),60.95,4119.4,41,5792
0,United States,California,Pico Rivera,90660,2.0,1.0,2.0,2.0,72,2.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Credit card (automatic),24.75,1859.1,71,4185
0,United States,California,Eureka,95501,1.0,1.0,2.0,1.0,45,2.0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,2.0,Mailed check,81.0,3533.6,56,2934
0,United States,California,Ventura,93004,2.0,1.0,1.0,1.0,70,2.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Bank transfer (automatic),114.95,7711.25,26,4511
1,United States,California,Brawley,92227,1.0,1.0,2.0,1.0,67,2.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,2.0,Credit card (automatic),108.75,7156.2,90,5516
0,United States,California,Imperial,92251,2.0,1.0,2.0,2.0,69,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Bank transfer (automatic),19.9,1356.7,54,6058
0,United States,California,La Mesa,91942,1.0,1.0,1.0,1.0,33,2.0,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,2.0,Electronic check,90.65,2989.6,44,4460
0,United States,California,Ben Lomond,95005,1.0,1.0,2.0,1.0,58,2.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2.0,Credit card (automatic),24.5,1497.9,47,4455
0,United States,California,Courtland,95615,2.0,2.0,1.0,2.0,38,2.0,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,2.0,Mailed check,80.45,3162.65,41,2926
0,United States,California,Bakersfield,93313,1.0,1.0,2.0,2.0,37,2.0,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,2.0,Electronic check,95.25,3314.15,29,2969
0,United States,California,Martinez,94553,1.0,1.0,1.0,1.0,33,2.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Credit card (automatic),25.7,826.1,39,3378
0,United States,California,Weldon,93283,2.0,1.0,1.0,1.0,47,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1.0,Credit card (automatic),20.55,1013.05,56,3313
0,United States,California,Redding,96001,2.0,2.0,1.0,1.0,12,1.0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,2.0,Credit card (automatic),29.35,381.2,27,3606
0,United States,California,Mokelumne Hill,95245,1.0,1.0,2.0,2.0,8,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Bank transfer (automatic),19.5,159.35,35,5206
0,United States,California,Huron,93234,2.0,1.0,1.0,1.0,72,1.0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Bank transfer (automatic),63.7,4464.8,46,4921
0,United States,California,Twin Bridges,95735,1.0,1.0,1.0,1.0,68,2.0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Credit card (automatic),82.45,5646.6,70,5308
0,United States,California,Dillon Beach,94929,2.0,1.0,1.0,1.0,3,2.0,No,DSL,No,No,No,Yes,No,No,Month-to-month,2.0,Mailed check,50.25,152.3,76,2166
0,United States,California,Grass Valley,95949,2.0,1.0,2.0,1.0,49,2.0,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,2.0,Credit card (automatic),85.3,4297.95,71,4696
1,United States,California,Pleasanton,94566,1.0,2.0,2.0,1.0,33,2.0,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,2.0,Bank transfer (automatic),80.6,2656.5,72,3601
0,United States,California,Smartville,95977,1.0,1.0,1.0,1.0,18,1.0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,2.0,Mailed check,40.2,711.95,48,4624
0,United States,California,Oceanside,92056,1.0,1.0,1.0,2.0,11,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1.0,Credit card (automatic),19.7,216.2,67,3838
0,United States,California,La Grange,95329,2.0,2.0,2.0,1.0,60,2.0,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,2.0,Electronic check,99.0,6017.9,40,4763
0,United States,California,Santa Maria,93458,2.0,1.0,1.0,1.0,46,1.0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,2.0,Bank transfer (automatic),60.75,2893.4,36,2694
0,United States,California,La Verne,91750,2.0,1.0,2.0,2.0,0,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2.0,Mailed check,19.7, ,69,4890
0,United States,California,Monte Rio,95462,1.0,1.0,2.0,1.0,72,2.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,2.0,Electronic check,105.5,7544,62,5551
1,United States,California,Forbestown,95941,2.0,2.0,2.0,1.0,47,2.0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,2.0,Electronic check,100.05,4871.05,91,5166
0,United States,California,Altadena,91001,2.0,1.0,1.0,1.0,4,2.0,No,DSL,No,No,No,No,No,No,Month-to-month,2.0,Electronic check,45.9,199.75,39,3200
0,United States,California,Tupman,93276,1.0,1.0,1.0,2.0,70,2.0,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1.0,Electronic check,66.0,4891.5,72,5265
0,United States,California,Danville,94506,1.0,1.0,2.0,1.0,65,2.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Bank transfer (automatic),107.65,7082.85,25,4193
0,United States,California,Monterey Park,91755,1.0,2.0,2.0,2.0,65,2.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2.0,Electronic check,107.45,7047.5,32,6211
0,United States,California,Occidental,95465,2.0,1.0,2.0,1.0,53,2.0,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,1.0,Bank transfer (automatic),97.75,5043.2,41,4488
0,United States,California,La Mesa,91941,1.0,1.0,2.0,1.0,68,1.0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1.0,Credit card (automatic),60.3,4109,24,4864
0,United States,California,Hoopa,95546,2.0,1.0,2.0,2.0,32,2.0,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1.0,Mailed check,94.8,3131.55,52,5288
1,United States,California,North Fork,93643,1.0,1.0,1.0,1.0,1,2.0,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Electronic check,77.15,77.15,79,2756
0,United States,California,Fresno,93725,1.0,1.0,1.0,1.0,42,2.0,No,DSL,No,Yes,No,No,No,No,Month-to-month,2.0,Electronic check,49.55,2077.95,43,3637
0,United States,California,Alviso,95002,1.0,1.0,1.0,1.0,2,1.0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1.0,Electronic check,24.5,46.4,54,5786
0,United States,California,Bellflower,90706,2.0,1.0,1.0,1.0,25,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2.0,Bank transfer (automatic),19.5,516.3,36,4761
1,United States,California,Stockton,95209,2.0,1.0,1.0,1.0,1,1.0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,2.0,Electronic check,35.55,35.55,71,3958
1,United States,California,Valley Springs,95252,2.0,1.0,2.0,1.0,60,2.0,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,2.0,Electronic check,94.4,5610.25,99,4990
0,United States,California,Buellton,93427,2.0,1.0,1.0,1.0,46,2.0,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,2.0,Credit card (automatic),89.15,4245.55,43,5593
0,United States,California,Calipatria,92233,2.0,1.0,2.0,2.0,69,2.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Bank transfer (automatic),114.35,7665.8,51,6082
0,United States,California,Redondo Beach,90278,2.0,1.0,2.0,1.0,67,2.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Credit card (automatic),24.85,1583.5,51,4833
1,United States,California,Palomar Mountain,92060,1.0,1.0,2.0,2.0,1,1.0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1.0,Bank transfer (automatic),30.5,30.5,74,5171
0,United States,California,Santa Monica,90401,1.0,1.0,1.0,1.0,31,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1.0,Mailed check,20.95,683.25,69,5772
0,United States,California,Homewood,96141,1.0,1.0,1.0,1.0,24,2.0,No,DSL,No,No,Yes,No,No,No,Month-to-month,2.0,Credit card (automatic),49.3,1233.25,66,5394
1,United States,California,Marina,93933,2.0,2.0,1.0,1.0,1,2.0,No,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Bank transfer (automatic),69.5,69.5,77,3273
0,United States,California,Wilton,95693,1.0,1.0,2.0,2.0,35,2.0,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,2.0,Credit card (automatic),59.45,2136.9,49,3682
0,United States,California,Menifee,92584,1.0,1.0,2.0,2.0,52,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1.0,Mailed check,19.35,1031.7,66,5699
0,United States,California,California Hot Springs,93207,1.0,1.0,2.0,2.0,56,2.0,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1.0,Bank transfer (automatic),88.9,4968,72,4170
1,United States,California,Byron,94514,2.0,2.0,1.0,1.0,2,2.0,No,DSL,No,No,No,No,No,No,Month-to-month,1.0,Mailed check,44.95,85.15,84,5900
1,United States,California,Carmichael,95608,2.0,2.0,1.0,1.0,14,2.0,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Electronic check,74.95,1036.75,70,2075
1,United States,California,Valencia,91355,2.0,1.0,1.0,1.0,9,2.0,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,2.0,Electronic check,80.8,713.1,90,3890
1,United States,California,Silverado,92676,1.0,1.0,1.0,1.0,30,2.0,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,2.0,Electronic check,100.2,2983.8,90,3598
0,United States,California,Riverdale,93656,2.0,1.0,1.0,2.0,56,2.0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,2.0,Mailed check,24.8,1424.2,79,4262
1,United States,California,Twentynine Palms,92277,2.0,1.0,1.0,1.0,16,2.0,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,2.0,Credit card (automatic),89.05,1448.6,87,5953
1,United States,California,Pollock Pines,95726,1.0,1.0,1.0,1.0,8,2.0,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,2.0,Electronic check,87.05,762.1,69,2545
0,United States,California,Los Angeles,90044,2.0,1.0,2.0,2.0,6,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1.0,Credit card (automatic),19.85,138.85,42,2186
0,United States,California,San Leandro,94577,1.0,1.0,1.0,1.0,45,2.0,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,1.0,Mailed check,73.55,3349.1,56,2280
1,United States,California,Pleasanton,94588,2.0,2.0,2.0,1.0,27,2.0,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,2.0,Electronic check,75.5,1893.95,65,2377
1,United States,California,Torrance,90501,2.0,2.0,2.0,1.0,53,2.0,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,2.0,Electronic check,101.9,5549.4,94,5884
0,United States,California,Rancho Santa Margarita,92688,1.0,1.0,1.0,1.0,55,2.0,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,2.0,Credit card (automatic),84.25,4589.85,30,5735
0,United States,California,Malibu,90263,1.0,1.0,1.0,1.0,7,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1.0,Mailed check,20.65,155.9,38,2100
0,United States,California,Stratford,93266,2.0,2.0,2.0,1.0,16,2.0,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,2.0,Credit card (automatic),85.05,1391.15,80,3739
0,United States,California,Copperopolis,95228,2.0,1.0,2.0,1.0,18,2.0,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1.0,Electronic check,78.2,1468.75,79,2831
0,United States,California,Covelo,95428,2.0,1.0,2.0,2.0,9,2.0,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,2.0,Electronic check,90.35,767.9,27,2993
0,United States,California,Mountain Ranch,95246,2.0,1.0,1.0,1.0,7,2.0,No,DSL,No,No,No,No,No,No,Month-to-month,2.0,Bank transfer (automatic),44.65,322.5,65,4300
0,United States,California,Montclair,91763,2.0,1.0,2.0,1.0,70,2.0,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Credit card (automatic),85.95,5931.75,60,6354
0,United States,California,Cedarville,96104,1.0,1.0,1.0,1.0,4,1.0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,2.0,Mailed check,29.15,110.05,78,2657
0,United States,California,San Diego,92106,1.0,2.0,1.0,1.0,16,2.0,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,2.0,Electronic check,54.1,889,38,2276
0,United States,California,Deer Park,94576,2.0,1.0,2.0,1.0,70,2.0,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1.0,Bank transfer (automatic),84.6,5706.2,39,5679
0,United States,California,Topaz,96133,1.0,1.0,2.0,1.0,71,2.0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,2.0,Credit card (automatic),84.4,5969.3,21,5619
1,United States,California,Panorama City,91402,2.0,1.0,1.0,1.0,3,2.0,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,2.0,Electronic check,69.35,191.35,98,3520
1,United States,California,Byron,94514,1.0,2.0,1.0,1.0,14,2.0,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,2.0,Electronic check,78.95,1101.85,88,5203
0,United States,California,Santa Maria,93454,2.0,1.0,1.0,1.0,4,2.0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1.0,Mailed check,19.95,68.2,35,2195
